Date_Arrivee,ID_Residence
2024-05-13,Residence_2
2024-05-13,Residence_6
2024-05-13,Residence_5
2024-05-13,Residence_10
2024-05-13,Residence_24
2024-05-14,Residence_10
2024-05-14,Residence_16
2024-05-14,Residence_10
2024-05-14,Residence_17
2024-05-14,Residence_6
2024-05-14,Residence_3
2024-05-14,Residence_18
2024-05-14,Residence_12
2024-05-14,Residence_22
2024-05-14,Residence_19
2024-05-14,Residence_5
2024-05-14,Residence_8
2024-05-14,Residence_19
2024-05-14,Residence_1
2024-05-14,Residence_3
2024-05-14,Residence_13
2024-05-14,Residence_15
2024-05-14,Residence_17
2024-05-14,Residence_16
2024-05-14,Residence_20
2024-05-14,Residence_7
2024-05-14,Residence_4
2024-05-14,Residence_8
2024-05-15,Residence_20
2024-05-15,Residence_1
2024-05-15,Residence_15
2024-05-15,Residence_9
2024-05-15,Residence_8
2024-05-15,Residence_10
2024-05-15,Residence_16
2024-05-15,Residence_3
2024-05-15,Residence_26
2024-05-15,Residence_5
2024-05-15,Residence_6
2024-05-15,Residence_9
2024-05-15,Residence_10
2024-05-15,Residence_13
2024-05-16,Residence_14
2024-05-16,Residence_9
2024-05-16,Residence_7
2024-05-16,Residence_6
2024-05-16,Residence_22
2024-05-16,Residence_18
2024-05-16,Residence_4
2024-05-16,Residence_5
2024-05-16,Residence_16
2024-05-16,Residence_24
2024-05-16,Residence_1
2024-05-16,Residence_22
2024-05-17,Residence_2
2024-05-17,Residence_24
2024-05-17,Residence_4
2024-05-17,Residence_23
2024-05-17,Residence_16
2024-05-17,Residence_6
2024-05-17,Residence_7
2024-05-17,Residence_16
2024-05-17,Residence_12
2024-05-17,Residence_21
2024-05-17,Residence_13
2024-05-17,Residence_1
2024-05-17,Residence_23
2024-05-17,Residence_16
2024-05-17,Residence_26
2024-05-17,Residence_6
2024-05-17,Residence_3
2024-05-17,Residence_15
2024-05-17,Residence_27
2024-05-17,Residence_18
2024-05-17,Residence_3
2024-05-17,Residence_21
2024-05-17,Residence_10
2024-05-17,Residence_6
2024-05-17,Residence_14
2024-05-17,Residence_16
2024-05-17,Residence_5
2024-05-17,Residence_25
2024-05-17,Residence_18
2024-05-18,Residence_15
2024-05-18,Residence_15
2024-05-18,Residence_11
2024-05-18,Residence_12
2024-05-18,Residence_19
2024-05-18,Residence_20
2024-05-18,Residence_8
2024-05-18,Residence_25
2024-05-18,Residence_18
2024-05-18,Residence_4
2024-05-18,Residence_14
2024-05-18,Residence_25
2024-05-18,Residence_3
2024-05-18,Residence_4
2024-05-18,Residence_27
2024-05-18,Residence_3
2024-05-18,Residence_13
2024-05-18,Residence_22
2024-05-18,Residence_15
2024-05-18,Residence_2
2024-05-18,Residence_23
2024-05-18,Residence_16
2024-05-18,Residence_12
2024-05-18,Residence_4
2024-05-19,Residence_18
2024-05-19,Residence_7
2024-05-19,Residence_20
2024-05-19,Residence_25
2024-05-19,Residence_18
2024-05-19,Residence_23
2024-05-19,Residence_3
2024-05-19,Residence_9
2024-05-19,Residence_5
2024-05-19,Residence_19
2024-05-19,Residence_8
2024-05-19,Residence_18
2024-05-19,Residence_20
2024-05-19,Residence_19
2024-05-19,Residence_18
2024-05-19,Residence_10
2024-05-20,Residence_26
2024-05-20,Residence_5
2024-05-20,Residence_13
2024-05-20,Residence_15
2024-05-20,Residence_21
2024-05-20,Residence_24
2024-05-20,Residence_8
2024-05-20,Residence_20
2024-05-20,Residence_10
2024-05-20,Residence_1
2024-05-20,Residence_21
2024-05-20,Residence_16
2024-05-20,Residence_4
2024-05-20,Residence_25
2024-05-20,Residence_12
2024-05-20,Residence_21
2024-05-20,Residence_20
2024-05-20,Residence_22
2024-05-20,Residence_27
2024-05-20,Residence_21
2024-05-20,Residence_6
2024-05-20,Residence_19
2024-05-20,Residence_4
2024-05-20,Residence_18
2024-05-20,Residence_12
2024-05-20,Residence_6
2024-05-21,Residence_4
2024-05-21,Residence_18
2024-05-21,Residence_1
2024-05-21,Residence_10
2024-05-21,Residence_27
2024-05-21,Residence_17
2024-05-21,Residence_6
2024-05-21,Residence_19
2024-05-21,Residence_18
2024-05-21,Residence_7
2024-05-21,Residence_20
2024-05-21,Residence_5
2024-05-21,Residence_14
2024-05-21,Residence_20
2024-05-21,Residence_4
2024-05-21,Residence_20
2024-05-21,Residence_22
2024-05-21,Residence_3
2024-05-21,Residence_19
2024-05-21,Residence_4
2024-05-21,Residence_17
2024-05-21,Residence_17
2024-05-21,Residence_11
2024-05-21,Residence_7
2024-05-22,Residence_10
2024-05-22,Residence_10
2024-05-22,Residence_6
2024-05-22,Residence_5
2024-05-22,Residence_20
2024-05-22,Residence_7
2024-05-22,Residence_24
2024-05-22,Residence_25
2024-05-22,Residence_5
2024-05-22,Residence_1
2024-05-22,Residence_8
2024-05-22,Residence_3
2024-05-22,Residence_25
2024-05-22,Residence_4
2024-05-22,Residence_7
2024-05-22,Residence_3
2024-05-22,Residence_4
2024-05-22,Residence_8
2024-05-22,Residence_7
2024-05-22,Residence_15
2024-05-22,Residence_13
2024-05-22,Residence_10
2024-05-22,Residence_16
2024-05-23,Residence_13
2024-05-23,Residence_8
2024-05-23,Residence_8
2024-05-23,Residence_3
2024-05-23,Residence_13
2024-05-23,Residence_25
2024-05-23,Residence_22
2024-05-23,Residence_21
2024-05-23,Residence_2
2024-05-23,Residence_13
2024-05-23,Residence_19
2024-05-23,Residence_12
2024-05-23,Residence_2
2024-05-23,Residence_18
2024-05-23,Residence_11
2024-05-23,Residence_21
2024-05-23,Residence_14
2024-05-23,Residence_12
2024-05-23,Residence_10
2024-05-23,Residence_21
2024-05-24,Residence_1
2024-05-24,Residence_9
2024-05-24,Residence_22
2024-05-24,Residence_12
2024-05-24,Residence_6
2024-05-24,Residence_2
2024-05-24,Residence_14
2024-05-24,Residence_26
2024-05-24,Residence_26
2024-05-24,Residence_21
2024-05-24,Residence_10
2024-05-24,Residence_11
2024-05-24,Residence_11
2024-05-25,Residence_10
2024-05-25,Residence_23
2024-05-25,Residence_23
2024-05-25,Residence_7
2024-05-25,Residence_18
2024-05-25,Residence_5
2024-05-25,Residence_22
2024-05-25,Residence_14
2024-05-25,Residence_25
2024-05-25,Residence_10
2024-05-25,Residence_3
2024-05-25,Residence_15
2024-05-25,Residence_20
2024-05-25,Residence_27
2024-05-25,Residence_20
2024-05-25,Residence_27
2024-05-25,Residence_2
2024-05-25,Residence_8
2024-05-25,Residence_19
2024-05-25,Residence_4
2024-05-25,Residence_25
2024-05-25,Residence_1
2024-05-25,Residence_23
2024-05-25,Residence_20
2024-05-26,Residence_15
2024-05-26,Residence_8
2024-05-26,Residence_16
2024-05-26,Residence_7
2024-05-26,Residence_23
2024-05-26,Residence_14
2024-05-26,Residence_10
2024-05-26,Residence_9
2024-05-26,Residence_1
2024-05-26,Residence_20
2024-05-26,Residence_20
2024-05-26,Residence_9
2024-05-26,Residence_8
2024-05-26,Residence_25
2024-05-26,Residence_27
2024-05-26,Residence_6
2024-05-26,Residence_16
2024-05-26,Residence_24
2024-05-26,Residence_11
2024-05-26,Residence_24
2024-05-26,Residence_3
2024-05-26,Residence_8
2024-05-26,Residence_26
2024-05-26,Residence_8
2024-05-27,Residence_11
2024-05-27,Residence_7
2024-05-27,Residence_24
2024-05-27,Residence_21
2024-05-27,Residence_21
2024-05-27,Residence_4
2024-05-27,Residence_23
2024-05-27,Residence_3
2024-05-27,Residence_8
2024-05-27,Residence_17
2024-05-27,Residence_23
2024-05-28,Residence_4
2024-05-28,Residence_21
2024-05-28,Residence_19
2024-05-28,Residence_3
2024-05-28,Residence_14
2024-05-28,Residence_15
2024-05-28,Residence_14
2024-05-28,Residence_23
2024-05-28,Residence_9
2024-05-28,Residence_9
2024-05-28,Residence_21
2024-05-28,Residence_11
2024-05-28,Residence_6
2024-05-28,Residence_9
2024-05-28,Residence_14
2024-05-28,Residence_15
2024-05-28,Residence_7
2024-05-28,Residence_23
2024-05-29,Residence_23
2024-05-29,Residence_17
2024-05-29,Residence_2
2024-05-29,Residence_7
2024-05-29,Residence_13
2024-05-29,Residence_8
2024-05-29,Residence_19
2024-05-29,Residence_14
2024-05-29,Residence_5
2024-05-29,Residence_13
2024-05-29,Residence_6
2024-05-29,Residence_24
2024-05-29,Residence_11
2024-05-29,Residence_4
2024-05-30,Residence_12
2024-05-30,Residence_1
2024-05-30,Residence_1
2024-05-30,Residence_10
2024-05-30,Residence_10
2024-05-30,Residence_9
2024-05-30,Residence_23
2024-05-30,Residence_1
2024-05-30,Residence_15
2024-05-30,Residence_16
2024-05-30,Residence_21
2024-05-30,Residence_6
2024-05-30,Residence_2
2024-05-30,Residence_27
2024-05-30,Residence_21
2024-05-30,Residence_25
2024-05-30,Residence_16
2024-05-30,Residence_19
2024-05-30,Residence_9
2024-05-31,Residence_19
2024-05-31,Residence_19
2024-05-31,Residence_2
2024-05-31,Residence_19
2024-05-31,Residence_1
2024-05-31,Residence_11
2024-05-31,Residence_21
2024-05-31,Residence_1
2024-05-31,Residence_10
2024-05-31,Residence_21
2024-05-31,Residence_22
2024-05-31,Residence_22
2024-05-31,Residence_16
2024-05-31,Residence_12
2024-05-31,Residence_4
2024-05-31,Residence_22
2024-05-31,Residence_19
2024-05-31,Residence_6
2024-05-31,Residence_7
2024-05-31,Residence_17
2024-05-31,Residence_24
2024-05-31,Residence_21
2024-05-31,Residence_6
2024-05-31,Residence_13
2024-05-31,Residence_24
2024-05-31,Residence_25
2024-05-31,Residence_11
2024-05-31,Residence_8
2024-05-31,Residence_3
2024-06-01,Residence_15
2024-06-01,Residence_6
2024-06-01,Residence_6
2024-06-01,Residence_21
2024-06-01,Residence_12
2024-06-01,Residence_17
2024-06-01,Residence_13
2024-06-01,Residence_9
2024-06-01,Residence_15
2024-06-01,Residence_23
2024-06-01,Residence_27
2024-06-01,Residence_7
2024-06-01,Residence_23
2024-06-01,Residence_6
2024-06-02,Residence_18
2024-06-02,Residence_25
2024-06-02,Residence_12
2024-06-02,Residence_6
2024-06-02,Residence_23
2024-06-02,Residence_11
2024-06-02,Residence_2
2024-06-02,Residence_13
2024-06-02,Residence_3
2024-06-02,Residence_26
2024-06-02,Residence_26
2024-06-02,Residence_21
2024-06-02,Residence_6
2024-06-02,Residence_8
2024-06-02,Residence_22
2024-06-02,Residence_16
2024-06-02,Residence_8
2024-06-02,Residence_15
2024-06-02,Residence_4
2024-06-02,Residence_24
2024-06-02,Residence_23
2024-06-02,Residence_16
2024-06-02,Residence_26
2024-06-02,Residence_27
2024-06-02,Residence_11
2024-06-03,Residence_9
2024-06-03,Residence_27
2024-06-03,Residence_8
2024-06-03,Residence_25
2024-06-03,Residence_24
2024-06-03,Residence_20
2024-06-03,Residence_20
2024-06-03,Residence_27
2024-06-03,Residence_24
2024-06-03,Residence_24
2024-06-03,Residence_2
2024-06-03,Residence_13
2024-06-03,Residence_3
2024-06-03,Residence_3
2024-06-03,Residence_15
2024-06-03,Residence_22
2024-06-03,Residence_3
2024-06-03,Residence_16
2024-06-03,Residence_25
2024-06-03,Residence_3
2024-06-03,Residence_25
2024-06-03,Residence_7
2024-06-03,Residence_25
2024-06-03,Residence_25
2024-06-03,Residence_19
2024-06-03,Residence_20
2024-06-03,Residence_11
2024-06-04,Residence_4
2024-06-04,Residence_1
2024-06-04,Residence_8
2024-06-04,Residence_10
2024-06-04,Residence_16
2024-06-04,Residence_16
2024-06-04,Residence_9
2024-06-04,Residence_12
2024-06-04,Residence_8
2024-06-04,Residence_10
2024-06-04,Residence_7
2024-06-04,Residence_4
2024-06-04,Residence_14
2024-06-04,Residence_21
2024-06-04,Residence_19
2024-06-04,Residence_3
2024-06-04,Residence_19
2024-06-04,Residence_12
2024-06-04,Residence_6
2024-06-04,Residence_1
2024-06-05,Residence_26
2024-06-05,Residence_16
2024-06-05,Residence_26
2024-06-05,Residence_23
2024-06-05,Residence_20
2024-06-05,Residence_24
2024-06-05,Residence_15
2024-06-05,Residence_8
2024-06-05,Residence_23
2024-06-05,Residence_24
2024-06-05,Residence_24
2024-06-05,Residence_26
2024-06-05,Residence_12
2024-06-05,Residence_5
2024-06-05,Residence_13
2024-06-05,Residence_7
2024-06-05,Residence_9
2024-06-06,Residence_11
2024-06-06,Residence_23
2024-06-06,Residence_12
2024-06-06,Residence_13
2024-06-06,Residence_27
2024-06-06,Residence_23
2024-06-06,Residence_4
2024-06-06,Residence_8
2024-06-06,Residence_16
2024-06-06,Residence_9
2024-06-06,Residence_1
2024-06-06,Residence_20
2024-06-06,Residence_13
2024-06-06,Residence_22
2024-06-07,Residence_15
2024-06-07,Residence_26
2024-06-07,Residence_14
2024-06-07,Residence_14
2024-06-07,Residence_9
2024-06-07,Residence_7
2024-06-07,Residence_19
2024-06-07,Residence_1
2024-06-07,Residence_12
2024-06-07,Residence_18
2024-06-07,Residence_23
2024-06-07,Residence_19
2024-06-07,Residence_17
2024-06-07,Residence_20
2024-06-07,Residence_8
2024-06-07,Residence_22
2024-06-07,Residence_7
2024-06-07,Residence_13
2024-06-07,Residence_10
2024-06-07,Residence_2
2024-06-08,Residence_17
2024-06-08,Residence_22
2024-06-08,Residence_7
2024-06-08,Residence_11
2024-06-08,Residence_1
2024-06-08,Residence_27
2024-06-08,Residence_22
2024-06-08,Residence_12
2024-06-08,Residence_21
2024-06-08,Residence_25
2024-06-08,Residence_5
2024-06-08,Residence_8
2024-06-08,Residence_16
2024-06-08,Residence_23
2024-06-09,Residence_21
2024-06-09,Residence_8
2024-06-09,Residence_15
2024-06-09,Residence_5
2024-06-09,Residence_17
2024-06-09,Residence_17
2024-06-09,Residence_9
2024-06-09,Residence_25
2024-06-09,Residence_13
2024-06-09,Residence_20
2024-06-09,Residence_1
2024-06-09,Residence_8
2024-06-09,Residence_9
2024-06-09,Residence_1
2024-06-09,Residence_14
2024-06-09,Residence_9
2024-06-09,Residence_24
2024-06-09,Residence_15
2024-06-09,Residence_6
2024-06-09,Residence_1
2024-06-09,Residence_27
2024-06-09,Residence_22
2024-06-09,Residence_17
2024-06-09,Residence_12
2024-06-09,Residence_1
2024-06-10,Residence_19
2024-06-10,Residence_14
2024-06-10,Residence_8
2024-06-10,Residence_12
2024-06-10,Residence_11
2024-06-10,Residence_3
2024-06-10,Residence_7
2024-06-10,Residence_4
2024-06-10,Residence_26
2024-06-10,Residence_9
2024-06-10,Residence_1
2024-06-10,Residence_6
2024-06-10,Residence_7
2024-06-10,Residence_17
2024-06-10,Residence_24
2024-06-10,Residence_19
2024-06-10,Residence_10
2024-06-10,Residence_5
2024-06-10,Residence_12
2024-06-11,Residence_20
2024-06-11,Residence_7
2024-06-11,Residence_21
2024-06-11,Residence_23
2024-06-11,Residence_26
2024-06-11,Residence_20
2024-06-11,Residence_11
2024-06-11,Residence_8
2024-06-11,Residence_10
2024-06-11,Residence_23
2024-06-12,Residence_21
2024-06-12,Residence_21
2024-06-12,Residence_1
2024-06-12,Residence_13
2024-06-12,Residence_21
2024-06-12,Residence_27
2024-06-12,Residence_7
2024-06-12,Residence_13
2024-06-12,Residence_6
2024-06-12,Residence_8
2024-06-13,Residence_23
2024-06-13,Residence_1
2024-06-13,Residence_26
2024-06-13,Residence_7
2024-06-13,Residence_18
2024-06-13,Residence_2
2024-06-13,Residence_24
2024-06-13,Residence_18
2024-06-13,Residence_13
2024-06-13,Residence_25
2024-06-13,Residence_6
2024-06-13,Residence_27
2024-06-13,Residence_7
2024-06-13,Residence_24
2024-06-13,Residence_9
2024-06-13,Residence_20
2024-06-14,Residence_14
2024-06-14,Residence_19
2024-06-14,Residence_22
2024-06-14,Residence_23
2024-06-14,Residence_4
2024-06-14,Residence_26
2024-06-14,Residence_2
2024-06-14,Residence_21
2024-06-14,Residence_1
2024-06-14,Residence_2
2024-06-14,Residence_18
2024-06-14,Residence_13
2024-06-14,Residence_22
2024-06-14,Residence_23
2024-06-14,Residence_12
2024-06-14,Residence_20
2024-06-14,Residence_24
2024-06-14,Residence_3
2024-06-14,Residence_22
2024-06-14,Residence_7
2024-06-14,Residence_18
2024-06-15,Residence_8
2024-06-15,Residence_18
2024-06-15,Residence_4
2024-06-15,Residence_7
2024-06-15,Residence_16
2024-06-15,Residence_4
2024-06-15,Residence_15
2024-06-15,Residence_15
2024-06-15,Residence_2
2024-06-15,Residence_8
2024-06-16,Residence_21
2024-06-16,Residence_8
2024-06-16,Residence_10
2024-06-16,Residence_6
2024-06-16,Residence_15
2024-06-16,Residence_11
2024-06-16,Residence_7
2024-06-16,Residence_8
2024-06-16,Residence_10
2024-06-16,Residence_11
2024-06-16,Residence_6
2024-06-16,Residence_20
2024-06-16,Residence_3
2024-06-16,Residence_16
2024-06-17,Residence_1
2024-06-17,Residence_7
2024-06-17,Residence_11
2024-06-17,Residence_13
2024-06-17,Residence_1
2024-06-17,Residence_25
2024-06-17,Residence_24
2024-06-17,Residence_12
2024-06-17,Residence_20
2024-06-17,Residence_6
2024-06-17,Residence_3
2024-06-17,Residence_27
2024-06-17,Residence_19
2024-06-17,Residence_27
2024-06-17,Residence_5
2024-06-18,Residence_6
2024-06-18,Residence_1
2024-06-18,Residence_6
2024-06-18,Residence_11
2024-06-18,Residence_4
2024-06-18,Residence_24
2024-06-18,Residence_7
2024-06-18,Residence_21
2024-06-18,Residence_19
2024-06-18,Residence_8
2024-06-18,Residence_18
2024-06-18,Residence_27
2024-06-18,Residence_6
2024-06-18,Residence_23
2024-06-18,Residence_1
2024-06-18,Residence_18
2024-06-18,Residence_9
2024-06-18,Residence_15
2024-06-18,Residence_25
2024-06-18,Residence_12
2024-06-18,Residence_26
2024-06-18,Residence_21
2024-06-18,Residence_7
2024-06-18,Residence_22
2024-06-18,Residence_12
2024-06-18,Residence_24
2024-06-18,Residence_18
2024-06-18,Residence_6
2024-06-18,Residence_6
2024-06-19,Residence_17
2024-06-19,Residence_20
2024-06-19,Residence_27
2024-06-19,Residence_3
2024-06-19,Residence_19
2024-06-19,Residence_24
2024-06-19,Residence_8
2024-06-19,Residence_27
2024-06-19,Residence_8
2024-06-19,Residence_24
2024-06-19,Residence_18
2024-06-19,Residence_1
2024-06-19,Residence_27
2024-06-19,Residence_26
2024-06-19,Residence_15
2024-06-19,Residence_26
2024-06-20,Residence_17
2024-06-20,Residence_12
2024-06-20,Residence_21
2024-06-20,Residence_18
2024-06-20,Residence_8
2024-06-20,Residence_20
2024-06-20,Residence_22
2024-06-20,Residence_18
2024-06-20,Residence_1
2024-06-20,Residence_15
2024-06-20,Residence_4
2024-06-20,Residence_11
2024-06-20,Residence_19
2024-06-20,Residence_23
2024-06-20,Residence_27
2024-06-20,Residence_8
2024-06-20,Residence_24
2024-06-20,Residence_11
2024-06-20,Residence_4
2024-06-20,Residence_9
2024-06-20,Residence_15
2024-06-20,Residence_16
2024-06-20,Residence_25
2024-06-20,Residence_18
2024-06-21,Residence_14
2024-06-21,Residence_18
2024-06-21,Residence_10
2024-06-21,Residence_3
2024-06-21,Residence_21
2024-06-21,Residence_16
2024-06-21,Residence_22
2024-06-21,Residence_21
2024-06-21,Residence_20
2024-06-21,Residence_3
2024-06-21,Residence_24
2024-06-21,Residence_24
2024-06-22,Residence_18
2024-06-22,Residence_6
2024-06-22,Residence_21
2024-06-22,Residence_25
2024-06-22,Residence_3
2024-06-22,Residence_16
2024-06-22,Residence_6
2024-06-22,Residence_13
2024-06-22,Residence_5
2024-06-22,Residence_1
2024-06-22,Residence_9
2024-06-22,Residence_10
2024-06-22,Residence_1
2024-06-22,Residence_23
2024-06-22,Residence_20
2024-06-23,Residence_12
2024-06-23,Residence_1
2024-06-23,Residence_12
2024-06-23,Residence_26
2024-06-23,Residence_2
2024-06-23,Residence_16
2024-06-23,Residence_10
2024-06-23,Residence_16
2024-06-23,Residence_23
2024-06-23,Residence_11
2024-06-23,Residence_3
2024-06-23,Residence_27
2024-06-23,Residence_26
2024-06-23,Residence_12
2024-06-23,Residence_15
2024-06-23,Residence_21
2024-06-23,Residence_24
2024-06-23,Residence_19
2024-06-23,Residence_19
2024-06-23,Residence_10
2024-06-23,Residence_5
2024-06-23,Residence_7
2024-06-23,Residence_9
2024-06-23,Residence_15
2024-06-23,Residence_27
2024-06-24,Residence_3
2024-06-24,Residence_10
2024-06-24,Residence_13
2024-06-24,Residence_25
2024-06-24,Residence_17
2024-06-24,Residence_7
2024-06-24,Residence_14
2024-06-24,Residence_18
2024-06-24,Residence_16
2024-06-24,Residence_9
2024-06-24,Residence_11
2024-06-24,Residence_4
2024-06-24,Residence_16
2024-06-24,Residence_17
2024-06-24,Residence_23
2024-06-24,Residence_5
2024-06-24,Residence_20
2024-06-24,Residence_7
2024-06-24,Residence_16
2024-06-24,Residence_13
2024-06-24,Residence_8
2024-06-24,Residence_22
2024-06-24,Residence_2
2024-06-25,Residence_11
2024-06-25,Residence_18
2024-06-25,Residence_18
2024-06-25,Residence_27
2024-06-25,Residence_25
2024-06-25,Residence_16
2024-06-25,Residence_15
2024-06-25,Residence_9
2024-06-25,Residence_23
2024-06-25,Residence_25
2024-06-25,Residence_13
2024-06-25,Residence_26
2024-06-25,Residence_20
2024-06-25,Residence_11
2024-06-25,Residence_1
2024-06-25,Residence_23
